주차장 이름,주소,주차 타입,주차 가능 차량 수,요금,요금 시간 기준,추가 요금,추가 요금 시간 기준,일일 최대 요금,현재 주차 차량 수,현재 주차 갱신 시간,평일 운영 시간,주말 운영 시간,공휴일 운영 시간,전화번호,연계 상태,위도,경도
견인보관소 노외(구),금천구 가산동 614-34,NW,55,300,10,0,0,9000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-854-5273,미연계,37.48299347,126.87581985
대륭테크노타운5차,금천구 가산동 493-0 ,BS,166,0,30,1000,30,10000,92,2024-10-02 16:09:02,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2107-7880,20분,37.48039,126.875947
대륭테크노타운6차 주차장,금천구 가산동 493-6 ,BS,336,1000,30,1000,30,10000,247,2024-10-02 16:08:20,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2108-5880,20분,37.48119476,126.8760601
디폴리스 주차장,금천구 가산동 543-1,BS,1044,0,30,1000,10,11000,1047,2024-10-02 16:09:38,0000 ~ 2400,0000 ~ 0000,0000 ~ 0000,02-861-9115,20분,37.47984151,126.87708848
백상스타타워2차,금천구 가산동 459-22 ,BS,101,1000,30,1000,30,20000,104,2024-10-02 16:09:34,0000 ~ 2400,0000 ~ 0000,0000 ~ 0000,02-6111-6100,20분,37.48248593,126.87746904
가산디지털2로-1,가산디지털2로 165 ~ 가산디지털2로 151,T,9,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.4805211,126.8787122
구로 천왕센터프라자,구로구 천왕동 277-9 ,BS,56,1500,30,500,10,25000,48,2024-10-02 16:09:01,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-366-0200,20분,37.480874,126.839309
송파와이즈가든 민영 주차장,송파구 장지동 895-0,BS,87,1000,30,1000,30,0,0,,0000 ~ 2400,0000 ~ 0000,0000 ~ 0000,,미연계,37.476353,127.143309
위례중앙푸르지오 2단지 주차장,송파구 장지동 896-0,BS,90,1000,30,500,10,30000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.4751099,127.1429176
가든파이브 라이프,송파구 문정동 634-0,BS,3752,500,10,500,10,0,1924,2024-10-02 16:09:34,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2157-1621,20분,37.477592206,127.125068
가든파이브웍스 주차장,송파구 문정동 632-0 ,BS,600,300,10,300,10,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.4773813,127.1220745
이마트 가든5점,송파구 문정동 628-0 ,BS,2012,1000,10,1000,10,30000,0,,1000 ~ 2200,1000 ~ 2200,1000 ~ 2200,,미연계,37.478628,127.119286
구룡산제2호(구),강남구 개포동 126-2,NW,132,200,5,200,5,,55,2024-10-02 16:09:45,0900 ~ 1900,0000 ~ 0000,0000 ~ 0000,02-572-0648,20분,37.47725982,127.06647741
구룡산제1호(구),강남구 개포동 567-23,NW,92,200,5,200,5,,37,2024-10-02 16:09:45,0900 ~ 1900,0000 ~ 0000,0000 ~ 0000,02-577-0592,20분,37.47791276,127.06605468
개포4동주민센터 주차장,강남구 개포동 1211-4 ,BP,9,,,,,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-3423-7854,미연계,37.478809411182915,127.0507084507698
포이초교 공영주차장(구),강남구 개포동 1273-0,NW,194,200,5,200,5,,108,2024-10-02 16:09:45,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2176-0925,20분,37.47564571,127.05236496
개포4복합문화센터,,DI,2,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.47708,127.04997
그루주차장(민영),강남구 개포동 1238-5,NP,14,3000,30,1000,10,20000,0,,0000 ~ 2200,0000 ~ 0000,0000 ~ 0000,,미연계,37.478362,127.046046
논현로-6,논현로 57 ~ 논현로 57,T,8,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.4755052,127.0466846
논현로-7,개포동 1229-9 ~ 개포동 1229-7,T,10,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.4767074,127.0458897
201주차장,서초구 양재동 20-11,BS,8,,,,,,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.479431,127.039501
시민주차장(민영),서초구 양재동 80-9,NP,16,2000,30,2000,30,25000,0,,0800 ~ 2400,0000 ~ 0000,0000 ~ 0000,010-3711-9288,미연계,37.476543,127.039186
양재주차빌딩(구),서초구 양재동 90-2,NW,98,300,10,300,10,0,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-577-2225,미연계,37.47860952,127.04136907
양재주차장(민영),서초구 양재동 80-11,NP,20,2000,30,1000,15,20000,0,,0000 ~ 2400,0000 ~ 0000,0000 ~ 0000,02-573-2723,미연계,37.47627,127.039178
마방로,마방로 68 ~ 마방로4길 3,T,35,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.476418723499854,127.04222287087782
성진(민영),서초구 양재동 124-3,NP,10,2500,30,500,10,0,0,,0800 ~ 2100,0800 ~ 2100,0000 ~ 0000,02-536-3515,미연계,37.476773,127.037895
예술의전당 주차장,서초구 서초동 725-1 ,BP,1306,0,30,1000,15,30000,0,2023-02-13 10:02:44,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-580-1956,미연계,37.47921206,127.0117179
방배빌딩 주차장,서초구 방배동 1006-2,BS,122,1000,20,1000,20,20000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.478487,127.006217
방배삼원빌딩 주차장,서초구 방배동 1024-6 ,BS,40,3000,60,500,10,,0,,0800 ~ 1800,0800 ~ 1800,0000 ~ 0000,,미연계,37.477169,127.000918
방배3동 주민센터,,DI,1,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.47840055,126.999956
효령로-3,효령로 20 ~ 효령로 42,T,40,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.4776151,126.98753201
효령로-4,효령로 47 ~  효령로 17,T,40,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.4783683,126.9886231
JBI빌딩 주차장,서초구 방배동 446-1,BS,29,2000,30,2000,30,,0,,0700 ~ 2400,0700 ~ 2400,0700 ~ 2400,,미연계,37.476799,126.983298
SK리더스뷰 (민영),서초구 방배동 444-3,NP,61,0,30,1000,10,0,0,,1000 ~ 2400,1000 ~ 2200,0000 ~ 0000,02-588-0123,미연계,37.47769442,126.98225349
사당노외 공영주차장(시),서초구 방배동 507-1,NW,183,400,5,400,5,28800,123,2024-10-02 16:09:31,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-3405-4078,20분,37.47543791,126.98377372
서초프라임요양병원 주차장,서초구 방배동 446-3,BS,38,1500,30,1500,30,20000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.47672,126.983904
웅지빌딩 주차장,서초구 방배동 450-17,BS,40,1500,30,1500,30,20000,0,,0800 ~ 1800,0800 ~ 1400,0000 ~ 0000,,미연계,37.477285,126.983474
효령로-1,효령로 14 ~ 효령로 20,T,8,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.4771564,126.9868241
남경주차장(민영),동작구 사당동 1043-7,NP,15,2000,30,1000,15,20000,0,,0900 ~ 2359,0900 ~ 2359,0900 ~ 2359,02-585-0468,미연계,37.47715935,126.98061976
남현동 도원빌딩,관악구 남현동 1059-11 ,BS,59,3000,30,1000,10,30000,31,2024-10-02 16:09:01,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.476133,126.978907
한누리(구),동작구 사당동 1046-1,NW,45,150,5,150,5,35000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.47743578,126.97707837
인헌동주민센터(복합청사),관악구 봉천동 1635-40 ,BP,8,,,,,,0,,0900 ~ 1800,0000 ~ 0000,0000 ~ 0000,02-879-4441,미연계,37.475115,126.965351
에이치하임,관악구 봉천동 1685-23 ,BS,8,1500,30,500,10,30000,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.4780822,126.962175
봉천로-2,봉천로 560 ~ 봉천로 604,T,61,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.4764458,126.9631439
낙성대동 주민센터,관악구 봉천동 1624-24 ,BP,11,,,,,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-879-4416,미연계,37.476341,126.958396
낙성대제1공영(구),관악구 봉천동 1627-1,NS,23,150,5,0,0,0,0,,0900 ~ 1900,0900 ~ 1600,0000 ~ 0000,,미연계,37.4781039,126.95868919
싱글벙글교육센터 주차장,관악구 봉천동 56-3 ,BP,17,,,,,,0,,0900 ~ 2100,0900 ~ 1800,0900 ~ 1800,02-879-5664,미연계,37.4762024,126.9563783
관악구청 주차장,관악구 봉천동 1570-1 ,BP,245,0,30,250,5,,0,,0800 ~ 2100,0800 ~ 2100,0800 ~ 2100,02-879-5191,미연계,37.478247,126.951432
한승주차장(민영),관악구 봉천동 865-1,NP,36,2000,20,1000,15,20000,0,,0600 ~ 2400,0600 ~ 2400,0600 ~ 2400,070-8237-5361,미연계,37.479234,126.951214
관악로-2,관악로 139 ~ 관악로 137,T,7,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.47758801,126.9521512
쑥고개로-1,쑥고개로 74 ~ 쑥고개로 128,T,64,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.4790294,126.94806801
쑥고개주차장(민영),관악구 봉천동 1537-3,NP,58,1500,30,500,10,20000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-888-0451,미연계,37.477991,126.939934
관악세무소 주차장,관악구 신림동 438-2 ,BP,50,,,,,,0,,1900 ~ 0700,0000 ~ 2400,0000 ~ 2400,02-2173-4246,미연계,37.479328,126.924328
바이하우스,관악구 신림동 760-19,BS,1,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.477077,126.914247
부성주차장(민영),관악구 신림동 1476-55,NP,8,1000,30,,,10000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,010-4200-2280,미연계,37.478456,126.914698
엘림주차장(민영),관악구 신림동 598-168,NP,19,1500,30,,,10000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,010-3723-7423,미연계,37.475059,126.919757
공유) 04-04구역(구),금천구 독산동 906-51,NS,2,100,5,,,,0,,0900 ~ 1800,0000 ~ 0000,0000 ~ 0000,02-809-0061,미연계,37.477562,126.90988
공유) 04-14구역(구),금천구 독산동 906-38,NS,12,100,5,0,0,0,0,,0900 ~ 1800,0000 ~ 0000,0000 ~ 0000,02-809-0061,미연계,37.477478,126.91016
공유) 04-01구역(구),금천구 독산동 997-0,NS,1,100,5,,,,0,,0900 ~ 1800,0000 ~ 0000,0000 ~ 0000,02-809-0061,미연계,37.479282,126.90441
공유) 04-06구역(구),금천구 독산동 903-41 ,NS,26,100,5,,,,0,,0900 ~ 1800,0000 ~ 0000,0000 ~ 0000,02-809-0061,미연계,37.4792,126.90743
공유) 04-08구역(구),금천구 독산동 878-39,NS,3,100,5,,,,0,,0900 ~ 1800,0000 ~ 0000,0000 ~ 0000,02-809-0061,미연계,37.47826,126.90511
공유) 04-09구역(구),금천구 독산동 878-1,NS,2,100,5,,,,0,,0900 ~ 1800,0000 ~ 0000,0000 ~ 0000,02-809-0061,미연계,37.4792,126.90464
공유) 04-10구역(구),금천구 독산동 877-11,NS,7,100,5,0,0,0,0,,0900 ~ 1800,0000 ~ 0000,0000 ~ 0000,02-809-0061,미연계,37.478596,126.9045
공유) 04-11구역(구),금천구 독산동 885-2,NS,13,100,5,,,,0,,0900 ~ 1800,0000 ~ 0000,0000 ~ 0000,02-809-0061,미연계,37.477592,126.90447
공유) 04-12구역(구),금천구 독산동 889-8,NS,2,100,5,,,,0,,0900 ~ 1800,0000 ~ 0000,0000 ~ 0000,02-809-0061,미연계,37.47713,126.90653
공유) 04-13구역(구),금천구 독산동 885-7,NS,2,100,5,0,0,0,0,,0900 ~ 1800,0000 ~ 0000,0000 ~ 0000,02-809-0061,미연계,37.47686,126.90484
공유) 04-17구역(구),금천구 독산동 887-21,NS,2,100,5,,,,0,,0900 ~ 1800,0000 ~ 0000,0000 ~ 0000,02-809-0061,미연계,37.475758,126.90551
공유) 04-18구역(구),금천구 독산동 234-51,NS,4,100,5,,,,0,,0900 ~ 1800,0000 ~ 0000,0000 ~ 0000,02-809-0061,미연계,37.475708,126.9044
공유) 06-18구역(구),금천구 독산동 964-0,NS,5,100,5,,,,0,,0800 ~ 1900,0000 ~ 0000,0000 ~ 0000,02-809-0061,미연계,37.4779,126.90294
독산3동 공영주차장(구),금천구 독산동 898-24,NW,50,65,5,65,5,,0,,0800 ~ 1900,0800 ~ 1900,0800 ~ 1900,,미연계,37.4794979,126.9063548
성문랜트카 전용주차장(민영),금천구 독산동 885-26,NP,30,0,,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.47782245,126.90463101
독산3동 주민센터,,DI,1,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.4750654,126.9032236
공유) 02-03구역(구),금천구 독산동 144-82,NS,3,100,5,0,0,,0,,0900 ~ 1800,0000 ~ 0000,0000 ~ 0000,02-809-0061,미연계,37.475304,126.89772
공유) 06-13구역(구),금천구 독산동 972-2,NS,2,100,5,,,,0,,0900 ~ 1800,0000 ~ 0000,0000 ~ 0000,02-809-0061,미연계,37.47591,126.9019
공유) 06-16구역(구),금천구 독산동 965-24,NS,8,100,5,,,,0,,0900 ~ 1800,0000 ~ 0000,0000 ~ 0000,02-809-0061,미연계,37.4761,126.900085
공유) 06-19구역(구),금천구 독산동 997-9,NS,6,100,5,,,,0,,0900 ~ 1800,0000 ~ 0000,0000 ~ 0000,02-809-0061,미연계,37.476803,126.90206
공유) 06-20구역(구),금천구 독산동 973-24 ,NS,1,100,5,,,,0,,0900 ~ 1800,0000 ~ 0000,0000 ~ 0000,02-809-0061,미연계,37.47541,126.90276
공유) 06-24구역(구),금천구 독산동 958-1,NS,5,100,5,0,0,0,0,,0900 ~ 1800,0000 ~ 0000,0000 ~ 0000,02-809-0061,미연계,37.478764,126.90182
공유) 06-25구역(구),금천구 독산동 952-19,NS,7,100,5,,,,0,,0900 ~ 1800,0000 ~ 0000,0000 ~ 0000,02-809-0061,미연계,37.478874,126.90213
공유) 06-27구역(구),금천구 독산동 957-17,NS,2,100,5,,,,0,,0900 ~ 1800,0000 ~ 0000,0000 ~ 0000,02-809-0061,미연계,37.4773,126.90111
공유) 06-28구역(구),금천구 독산동 955-1 ,NS,10,100,5,,,,0,,0900 ~ 1800,0000 ~ 0000,0000 ~ 0000,02-806-0061,미연계,37.47782,126.900246
공유) 06-29구역(구),금천구 독산동 997-11,NS,12,100,5,,,,0,,0900 ~ 1800,0000 ~ 0000,0000 ~ 0000,02-809-0061,미연계,37.476803,126.89966
금천세무서,금천구 독산동 953-9 ,BP,30,,,,,,0,,2000 ~ 0700,0000 ~ 2400,0000 ~ 2400,02-850-4245,미연계,37.477937,126.899807
다목적 공영주차장(구),금천구 독산동 971-0,NW,46,65,5,65,5,0,0,,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-865-7557,미연계,37.47633196,126.9018971
가산덕산아파트,금천구 가산동 148-1,BS,89,,,,,,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.476737,126.896073
가산동공영주차장(구),금천구 가산동 148-28,NW,130,65,5,65,5,0,0,,0830 ~ 1900,0830 ~ 1900,0830 ~ 1900,02-809-0061,미연계,37.47666086,126.89557749
가산동주민센터,금천구 가산동 144-3 ,BP,19,,,,,,0,,0900 ~ 1800,0900 ~ 1800,0000 ~ 0000,02-2627-2501,미연계,37.476874,126.891757
공유) 01-63구역(구),금천구 가산동 147-48,NS,28,100,5,,,,0,,0900 ~ 1800,0000 ~ 0000,0000 ~ 0000,02-809-0061,미연계,37.47644,126.89478
가산동 주민센터,,DI,2,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.47686255,126.8917303
LG텔레콤(구),금천구 가산동 60-36,NS,39,250,5,0,0,15000,0,,0830 ~ 1900,1000 ~ 1800,1000 ~ 1900,,미연계,37.47576933,126.88911283
W-MALL ,금천구 가산동 60-27,BS,390,0,30,500,10,30000,0,2023-08-15 12:05:14,1000 ~ 2100,1000 ~ 2130,1000 ~ 2130,,미연계,37.47731056,126.88767799
공유) 01-53구역(구),금천구 가산동 60-7,NS,12,100,5,0,0,0,0,,0900 ~ 1800,0000 ~ 0000,0000 ~ 0000,02-809-0061,미연계,37.47923,126.88841
더리즌밸리 주차장,금천구 가산동 60-46 ,BS,156,1000,30,1000,30,25000,92,2024-10-02 16:08:59,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,080-772-6400,20분,37.47596366,126.88840141
마리오아울렛 1관,금천구 가산동 60-22 ,BS,383,,,500,10,20000,82,2024-10-02 16:09:51,0900 ~ 2300,0900 ~ 2300,0900 ~ 2300,02-2109-7219,20분,37.47820076,126.88711812
마리오아울렛 2관,금천구 가산동 60-52 ,BS,144,,,500,10,20000,144,2024-10-02 16:09:51,0900 ~ 2300,0900 ~ 2300,0900 ~ 2300,02-2109-7219,20분,37.47867559,126.88639434
에이스하이엔드타워6차,금천구 가산동 60-25 ,BS,467,1000,30,1000,30,0,0,,0900 ~ 0900,0000 ~ 0000,0000 ~ 0000,02-6299-5100,미연계,37.47596567,126.88611555
하이힐(현대시티아울렛),금천구 가산동 60-8 ,BS,900,3000,60,500,10,50000,297,2024-10-02 16:09:53,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-1588-5783,20분,37.477607,126.889162
SJ테크노빌 주차장(롯데팩토리아울렛),금천구 가산동 60-19 ,BS,846,0,0,0,0,0,526,2024-10-02 16:09:52,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,02-3397-0114,20분,37.47944415,126.88459482
stx V-TOWER 주차장,금천구 가산동 371-37,BS,533,1000,30,1000,30,,434,2024-10-02 16:09:51,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-811-3100,20분,37.47723596,126.88376012
남성프라자,금천구 가산동 345-30,BS,504,1000,30,,,22000,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.475531,126.881962
마리오아울렛 3관,금천구 가산동 60-20 ,BS,588,,,500,10,20000,143,2024-10-02 16:09:51,0900 ~ 2300,0900 ~ 2300,0900 ~ 2300,02-2109-7219,20분,37.4784765,126.88501587
에이스하이엔드3차 주차장,금천구 가산동 371-50 ,BS,300,1000,30,1000,30,47000,276,2024-10-02 16:09:49,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2624-1100,20분,37.47814,126.881721
월드메르디앙벤처센터,금천구 가산동 60-24,BS,506,,,1000,30,20000,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.477752,126.885352
아이온타워3차,구로구 항동 243-4 ,BS,20,1500,30,500,10,30000,20,2024-10-02 16:09:04,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.478802,126.822703
구로항동에이스캠프,구로구 항동 206-1,BS,236,0,30,1000,30,20000,0,2024-10-02 16:09:18,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-6220-7130,20분,37.476611,126.81735
위례중앙푸르지오1단지 주차장,송파구 장지동 897-0,BS,90,1000,30,500,10,30000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,미연계,37.474841,127.141491
서울복합물류단지 주차장,송파구 장지동 875-0 ,BS,827,0,60,500,10,15000,0,,0830 ~ 1700,0830 ~ 1700,0830 ~ 1700,,미연계,37.4742013,127.1236887
강남구 율현동 102-7(민영),강남구 율현동 102-7,NP,40,,,,,,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,02-2275-2933,미연계,37.471163,127.118198
헌릉로745길(구),강남구 율현동 98-8,NS,244,300,5,600,5,24000,116,2024-10-02 16:09:57,0900 ~ 1900,0000 ~ 0000,0000 ~ 0000,,20분,37.47129437,127.11917805
밤고개로21길 공영주차장(구),강남구 율현동 77-5,NW,109,100,5,100,5,,40,2024-10-02 16:10:01,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2176-0907,20분,37.47354638,127.11441141
서강프라자,강남구 자곡동 636-0,BS,33,0,20,600,10,0,33,2024-10-02 16:09:04,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,,20분,37.472022,127.09604
자곡문화센터,,DI,2,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.47161291,127.0945723
신설주차장(민영),강남구 개포동 1176-3,NP,15,2000,30,0,0,10000,0,,0900 ~ 1900,0000 ~ 0000,0000 ~ 0000,,미연계,37.47390263,127.05276764
논현로,논현로7길 3 ~ 논현로1길 21,T,15,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.4718518839534,127.05044448495356
논현로-8,양재동 393 ~ 논현로 7,T,22,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.4727315,127.0496031
양재대로-1,양재대로 340 ~ 개포동 산 212-2,T,28,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.473749583322096,127.05500511295524
계명(민영),서초구 양재동 272-11,NP,12,2000,30,1000,15,15000,0,,0900 ~ 2100,0000 ~ 0000,0000 ~ 0000,010-2364-6734,미연계,37.47471765,127.04456185
구룡공영주차빌딩(구),서초구 양재동 301-6,NW,107,300,10,300,10,0,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-573-2224,미연계,37.47419615,127.04595546
구룡공원 공영주차장(구),서초구 양재동 399-0,NW,132,150,5,150,5,0,48,2024-10-02 16:10:00,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2155-7294,20분,37.471637,127.048511
언남문화체육센터 공영주차장(구),서초구 양재동 309-0,NW,190,300,10,300,10,20000,171,2024-10-02 16:10:01,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-577-7718,20분,37.47217874,127.04431809
파킹랜드(민영),서초구 양재동 300-8,NP,20,2000,30,1000,10,15000,0,,0700 ~ 2100,0700 ~ 2100,0000 ~ 0000,02-572-665,미연계,37.473171,127.046894
GS타임즈 양재근린공원(민영),서초구 양재동 244-2,NP,17,1000,20,1000,20,10000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-571-8849,미연계,37.472341,127.040588
양재2동주민센터 공영주차장(구),서초구 양재동 323-1,NW,31,300,10,300,10,,0,,0700 ~ 2100,0700 ~ 2100,0700 ~ 2100,02-579-2224,미연계,37.470711,127.041252
양재근린공원 공영주차장(구),서초구 양재동 311-0,NW,102,150,5,150,5,,0,2023-05-10 19:29:18,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2155-7290,미연계,37.47158991,127.04241352
운봉주차장(민영),서초구 내곡동 259-4,NP,12,1500,30,500,10,10000,0,,0800 ~ 1800,0800 ~ 1800,0000 ~ 0000,02-529-6555,미연계,37.47420953,127.04143865
언남문화체육센터 B2,,DI,2,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.472397,127.04349
매헌시민의숲동측 공영주차장(구),서초구 양재동 237-0,NW,143,250,5,,,,102,2024-10-02 16:10:03,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2155-7284,20분,37.4723039,127.03822651
양재도서관,,DI,1,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.473806,127.033687
홈플러스 남현점,관악구 남현동 612-51 ,BS,613,1000,10,1000,10,30000,582,2024-10-02 16:10:04,1000 ~ 2400,1000 ~ 2400,1000 ~ 2400,02-6948-8000,20분,37.471474,126.982437
남현동주민센터(복합청사),관악구 남현동 1086-1 ,BP,16,,,,,,0,,0900 ~ 1800,0000 ~ 0000,0000 ~ 0000,02-879-4477,미연계,37.474591,126.977936
낙성대제2공영(구),관악구 봉천동 296-0,NS,26,150,5,0,0,0,0,,0900 ~ 1900,0900 ~ 1600,0000 ~ 0000,,미연계,37.47494594,126.95975862
관악구민종합체육센터,,DI,4,0,0,0,0,0,0,,0000 ~ 0000,0000 ~ 0000,0000 ~ 0000,,미연계,37.472808,126.959809
서림동 주민센터,관악구 신림동 1694-7 ,BP,5,,,,,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-879-4741,미연계,37.475,126.935044
중앙주차장(민영),관악구 신림동 1514-4,NP,13,2000,30,,,10000,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,010-2229-7632,미연계,37.470678,126.934832
난곡동제1공영주차장(구),관악구 신림동 626-82,NW,116,50,5,,,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-2081-2600,미연계,37.472223,126.923159
난곡동주민센터,관악구 신림동 633-56 ,BP,10,,,,,,0,,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-879-4623,미연계,37.470932,126.92174
세이브마트 신림본점 주차장,관악구 신림동 607-73 ,BS,77,1000,10,50,,,63,2024-10-02 16:09:34,0000 ~ 2400,0000 ~ 2400,0000 ~ 2400,02-856-6022,20분,37.474325,126.917867
공유) 04-00구역(구),금천구 독산동 992-27,NW,18,100,5,,,,0,,0900 ~ 1800,0000 ~ 0000,0000 ~ 0000,02-809-0061,미연계,37.473506,126.904747
공유) 04-19구역(구),금천구 독산동 234-18,NS,10,100,5,,,,0,,0900 ~ 1800,0000 ~ 0000,0000 ~ 0000,02-809-0061,미연계,37.474964,126.90523
공유) 04-23구역(구),금천구 독산동 997-31,NS,6,100,5,0,0,0,0,,0900 ~ 1800,0000 ~ 0000,0000 ~ 0000,02-809-0061,미연계,37.47378,126.90558
공유) 04-24구역(구),금천구 독산동 997-31 ,NS,2,100,5,0,0,0,0,,0900 ~ 1800,0000 ~ 0000,0000 ~ 0000,02-809-0061,미연계,37.47275,126.90442
공유) 04-25구역(구),금천구 독산동 997-31 ,NS,1,100,5,,,,0,,0900 ~ 1800,0000 ~ 0000,0000 ~ 0000,02-809-0061,미연계,37.472126,126.90508
