주차장 이름,주변 주차장
공유) 17-40(구),"공유) 17-37(구): 100, 성수2가1동(건물) 공영주차장(구): 189, 공유) 17-38(구): 252, 공유) 17-31(구): 254, 공유) 17-44(구): 258, 공유) 17-33(구): 259, 공유) 17-29(구): 328, 공유) 17-41(구): 340, 공유) 17-25(구): 425, 공유) 17-16(구): 450, 공유) 17-11(구): 462, 공유) 17-18(구): 462, 공유) 17-24(구): 466, 공유) 17-27(구): 477, 공유) 17-13(구): 544, 공유) 17-22(구): 549, 공유) 17-12(구): 680, 공유) 17-02(구): 687"
성수2가1동(건물) 공영주차장(구),"공유) 17-31(구): 86, 공유) 17-37(구): 89, 공유) 17-38(구): 158, 공유) 17-29(구): 170, 공유) 17-40(구): 189, 공유) 17-44(구): 238, 공유) 17-16(구): 264, 공유) 17-33(구): 290, 공유) 17-41(구): 318, 공유) 17-25(구): 337, 공유) 17-24(구): 343, 공유) 17-11(구): 384, 공유) 17-22(구): 388, 공유) 17-27(구): 410, 공유) 17-18(구): 413, 공유) 17-13(구): 484, 공유) 17-02(구): 498, 공유) 17-26(구): 501, 무신사 E1: 551, 공유) 17-12(구): 570, 공유) 18-48(구): 608, 공유) 18-36(구): 618, 공유) 18-45(구): 644, 공유) 18-40(구): 657, 공유) 15-10(구): 696, 공유) 18-46(구): 726, 공유) 18-41(구): 781"
공유) 15-21(구),"공유) 17-26(구): 135, 공유) 17-27(구): 273, 공유) 15-21(구): 286, 공유) 17-24(구): 294, 공유) 17-25(구): 314, 공유) 17-22(구): 330, 공유) 15-12(구): 389, 공유) 17-41(구): 424, 성수1가1동(건물) 공영주차장(구): 443, 공유) 15-23(구): 449, 에피소드 성수101 주차장: 470, 공유) 17-29(구): 473, 공유) 17-44(구): 489, 공유) 15-06(구): 555, 공유) 15-10(구): 619, 공유) 17-02(구): 661, 메가박스 성수점: 721"
공유) 17-22(구),"공유) 17-24(구): 147, 공유) 17-29(구): 222, 공유) 17-25(구): 238, 공유) 17-26(구): 284, 공유) 17-27(구): 291, 공유) 17-16(구): 314, 공유) 15-12(구): 322, 공유) 17-02(구): 352, 공유) 17-41(구): 367, 공유) 17-44(구): 373, 성수2가1동(건물) 공영주차장(구): 388, 공유) 17-31(구): 395, 에피소드 성수101 주차장: 399, 공유) 15-10(구): 407, 공유) 17-37(구): 465, 공유) 15-21(구): 490, 공유) 17-38(구): 509, 공유) 15-23(구): 510, 공유) 15-06(구): 523, 공유) 17-40(구): 549, 공유) 18-34(구): 618, 공유) 15-27(구): 684, 공유) 18-36(구): 687, 공유) 15-25(구): 719, 공유) 18-44(구): 719"
공유) 17-24(구),"공유) 17-25(구): 90, 공유) 17-22(구): 147, 공유) 17-27(구): 149, 공유) 17-29(구): 179, 공유) 17-26(구): 193, 공유) 17-41(구): 224, 공유) 17-44(구): 247, 성수2가1동(건물) 공영주차장(구): 343, 공유) 17-16(구): 377, 공유) 17-31(구): 382, 공유) 17-37(구): 399, 공유) 15-12(구): 441, 공유) 17-40(구): 466, 공유) 17-02(구): 482, 공유) 17-38(구): 484, 공유) 15-21(구): 487, 에피소드 성수101 주차장: 524, 공유) 15-10(구): 555, 공유) 15-23(구): 598, 공유) 15-06(구): 662, 공유) 18-36(구): 682"
공유) 17-25(구),"공유) 17-27(구): 79, 공유) 17-24(구): 90, 공유) 17-41(구): 139, 공유) 17-44(구): 180, 공유) 17-26(구): 187, 공유) 17-29(구): 200, 공유) 17-22(구): 238, 성수2가1동(건물) 공영주차장(구): 337, 공유) 17-37(구): 375, 공유) 17-31(구): 395, 공유) 17-40(구): 425, 공유) 17-16(구): 432, 공유) 15-21(구): 472, 공유) 17-38(구): 491, 공유) 15-12(구): 524, 공유) 17-02(구): 563, 에피소드 성수101 주차장: 609, 공유) 15-10(구): 630, 공유) 15-23(구): 651, 공유) 15-06(구): 686"
공유) 17-27(구),"공유) 17-27(구): 7, 공유) 17-25(구): 78, 공유) 17-41(구): 143, 공유) 17-26(구): 146, 공유) 17-24(구): 151, 공유) 17-44(구): 213, 공유) 17-29(구): 278, 공유) 17-22(구): 295, 성수2가1동(건물) 공영주차장(구): 405, 공유) 17-37(구): 432, 공유) 17-31(구): 468, 공유) 17-40(구): 470, 공유) 17-38(구): 476, 공유) 15-21(구): 504, 공유) 17-16(구): 510, 공유) 15-12(구): 551, 공유) 15-10(구): 619, 공유) 17-02(구): 633, 에피소드 성수101 주차장: 637, 공유) 15-23(구): 683, 공유) 15-06(구): 689"
공유) 17-26(구),"공유) 17-27(구): 138, 공유) 17-25(구): 187, 공유) 17-24(구): 193, 공유) 17-22(구): 284, 공유) 17-41(구): 289, 공유) 17-44(구): 356, 공유) 17-29(구): 368, 공유) 15-21(구): 421, 공유) 15-12(구): 456, 에피소드 성수101 주차장: 542, 공유) 15-23(구): 558, 성수1가1동(건물) 공영주차장(구): 559, 공유) 17-16(구): 567, 공유) 15-10(구): 618, 공유) 15-06(구): 627, 공유) 17-02(구): 637"
공유) 17-29(구),"성수2가1동(건물) 공영주차장(구): 170, 공유) 17-24(구): 179, 공유) 17-25(구): 200, 공유) 17-31(구): 203, 공유) 17-44(구): 206, 공유) 17-22(구): 222, 공유) 17-37(구): 242, 공유) 17-16(구): 244, 공유) 17-41(구): 249, 공유) 17-27(구): 280, 공유) 17-38(구): 305, 공유) 17-40(구): 328, 공유) 17-26(구): 368, 공유) 17-02(구): 425, 공유) 17-33(구): 459, 공유) 15-21(구): 473, 공유) 17-18(구): 487, 공유) 17-11(구): 506, 공유) 15-12(구): 543, 공유) 15-10(구): 576, 공유) 18-36(구): 605, 에피소드 성수101 주차장: 616, 무신사 E1: 617, 공유) 18-48(구): 679, 공유) 18-45(구): 695, 공유) 18-40(구): 719, 공유) 15-06(구): 722"
공유) 17-41(구),"공유) 17-44(구): 85, 공유) 17-25(구): 139, 공유) 17-27(구): 150, 공유) 17-24(구): 224, 공유) 17-29(구): 249, 공유) 17-26(구): 289, 성수2가1동(건물) 공영주차장(구): 318, 공유) 17-37(구): 320, 공유) 17-40(구): 340, 공유) 17-22(구): 367, 공유) 17-31(구): 395, 공유) 17-38(구): 475, 공유) 17-16(구): 492, 공유) 15-21(구): 518, 공유) 17-02(구): 618, 공유) 15-10(구): 642, 공유) 15-12(구): 663, 공유) 17-11(구): 684, 에피소드 성수101 주차장: 747"
공유) 17-44(구),"공유) 17-41(구): 85, 공유) 17-25(구): 180, 공유) 17-29(구): 206, 공유) 17-27(구): 220, 공유) 17-37(구): 235, 성수2가1동(건물) 공영주차장(구): 238, 공유) 17-24(구): 247, 공유) 17-40(구): 258, 공유) 17-31(구): 320, 공유) 17-26(구): 356, 공유) 17-22(구): 373, 공유) 17-38(구): 394, 공유) 17-16(구): 440, 공유) 17-33(구): 488, 공유) 15-21(구): 489, 공유) 17-02(구): 608, 공유) 17-11(구): 622, 공유) 17-18(구): 641, 공유) 15-12(구): 686, 공유) 15-10(구): 695"
안말 주차장(구),"강동웨딩KDW 본관주차장: 549, 강동성심병원[본관/웰빙센터 주차장]: 723"
성진강변스파랜드,편안한요양병원[광진자양점]: 563
와이엠프라젠스파,편안한요양병원[광진자양점]: 217
편안한요양병원[광진자양점],"와이엠프라젠스파: 217, 성진강변스파랜드: 563, 신라빌딩[구의역 자양사거리점]: 680"
압구정29길 노상공영 주차장(구),"동호대교(남) 공영주차장(시): 221, 현대백화점 압구정 본점: 483, 압구정 428 공영주차장(구): 521, 언주로171길(구): 600, 압구정고가1 공영주차장(시): 609"
동호대교(남) 공영주차장(시),"압구정29길 노상공영 주차장(구): 221, 압구정 428 공영주차장(구): 473, 현대백화점 압구정 본점: 476, 압구정고가1 공영주차장(시): 619, 압구정고가2 공영주차장(시): 662"
공유) 15-가600구간(구),풍납1(구): 625
갤러리아백화점 명품관 EAST,갤러리아백화점 명품관 WEST: 144
갤러리아백화점 명품관 WEST,"갤러리아백화점 명품관 EAST: 144, 도산대로45길(구): 659"
압구정고가1 공영주차장(시),"압구정고가2 공영주차장(시): 50, 현대백화점 압구정 본점: 143, 압구정 428 공영주차장(구): 188, 언주로171길(구): 328, 신구초 공영주차장(구): 505, 압구정29길 노상공영 주차장(구): 609, 동호대교(남) 공영주차장(시): 619"
압구정고가2 공영주차장(시),"압구정고가1 공영주차장(시): 50, 현대백화점 압구정 본점: 186, 압구정 428 공영주차장(구): 214, 언주로171길(구): 356, 신구초 공영주차장(구): 469, 압구정29길 노상공영 주차장(구): 621, 동호대교(남) 공영주차장(시): 662"
언주로171길(구),"압구정고가1 공영주차장(시): 328, 압구정고가2 공영주차장(시): 356, 현대백화점 압구정 본점: 376, 압구정 428 공영주차장(구): 466, 도산대로45길(구): 544, 압구정29길 노상공영 주차장(구): 600"
현대백화점 압구정 본점,"압구정 428 공영주차장(구): 93, 압구정고가1 공영주차장(시): 143, 압구정고가2 공영주차장(시): 186, 언주로171길(구): 376, 동호대교(남) 공영주차장(시): 476, 압구정29길 노상공영 주차장(구): 483, 신구초 공영주차장(구): 547"
압구정 428 공영주차장(구),"현대백화점 압구정 본점: 93, 압구정고가1 공영주차장(시): 188, 압구정고가2 공영주차장(시): 214, 언주로171길(구): 466, 동호대교(남) 공영주차장(시): 473, 신구초 공영주차장(구): 476, 압구정29길 노상공영 주차장(구): 521"
"잠원1, 2, 3, 4, 5, 6주차장",신구초 공영주차장(구): 683
신천유수지 공영주차장(시),"풍납유수지(구): 431, 성내역(잠실나루역) 공영주차장(시): 509"
선릉로146길 노상공영주차장(구),"선릉로132길 노상공영 주차장(구): 447, 언북초교 공영주차장(구): 465, 도산대로45길(구): 516"
도산대로45길(구),"언주로147길(구): 483, 선릉로146길 노상공영주차장(구): 516, 언주로171길(구): 544, 갤러리아백화점 명품관 WEST: 659"
신구초 공영주차장(구),"압구정고가2 공영주차장(시): 469, 압구정 428 공영주차장(구): 476, 압구정고가1 공영주차장(시): 505, 현대백화점 압구정 본점: 547, 잠원1, 2, 3, 4, 5, 6주차장: 683, 파티오나인지하주차장: 684, 압구정29길 노상공영 주차장(구): 701, 파티오나인지상주차장: 715"
성내역(잠실나루역) 공영주차장(시),"교통공원길(구): 209, 송파빌딩 주차장: 380, 잠실역 공영주차장(시): 445, 신천유수지 공영주차장(시): 509, 롯데캐슬골드: 550, 롯데월드타워몰 주차장: 562"
청담동 삼강빌딩,강남구청사 삼성동 별관: 688
강남구청 주차장,"언북초교 공영주차장(구): 315, 선릉로132길 노상공영 주차장(구): 385, 강남구청사 삼성동 별관: 436"
언북초교 공영주차장(구),"선릉로132길 노상공영 주차장(구): 286, 강남구청 주차장: 315, 선릉로146길 노상공영주차장(구): 465"
선릉로132길 노상공영 주차장(구),"언북초교 공영주차장(구): 286, 강남구청 주차장: 385, 선릉로146길 노상공영주차장(구): 447"
언주로147길(구),"파티오나인지상주차장: 403, 파티오나인지하주차장: 410, 도산대로45길(구): 483, 논현로131길(구): 638"
파티오나인지상주차장,"파티오나인지하주차장: 30, 논현로131길(구): 392, 언주로147길(구): 403, 신구초 공영주차장(구): 715"
파티오나인지하주차장,"파티오나인지상주차장: 30, 언주로147길(구): 410, 논현로131길(구): 419, 신구초 공영주차장(구): 684"
송파빌딩 주차장,"잠실대명밸리온: 351, 잠실역 공영주차장(시): 351, 교통공원길(구): 379, 성내역(잠실나루역) 공영주차장(시): 380, 롯데월드타워몰 주차장: 410"
잠실대명밸리온,"위례성길(구): 273, 송파빌딩 주차장: 351"
교통공원길(구),"성내역(잠실나루역) 공영주차장(시): 209, 잠실역 공영주차장(시): 268, 롯데캐슬골드: 341, 송파빌딩 주차장: 379, 롯데월드타워몰 주차장: 386, 타워730 주차장: 394, 롯데월드 주차장: 754"
롯데월드타워몰 주차장,"잠실역 공영주차장(시): 118, 롯데캐슬골드: 265, 서호1(구): 362, 교통공원길(구): 386, 송파빌딩 주차장: 410, 타워730 주차장: 466, 롯데월드 주차장: 502, 성내역(잠실나루역) 공영주차장(시): 562, 놀이마당(구): 682"
롯데캐슬골드,"타워730 주차장: 203, 잠실역 공영주차장(시): 237, 롯데월드타워몰 주차장: 265, 교통공원길(구): 341, 롯데월드 주차장: 416, 서호1(구): 444, 성내역(잠실나루역) 공영주차장(시): 550"
잠실역 공영주차장(시),"롯데월드타워몰 주차장: 118, 롯데캐슬골드: 237, 교통공원길(구): 268, 송파빌딩 주차장: 351, 타워730 주차장: 415, 성내역(잠실나루역) 공영주차장(시): 445, 서호1(구): 470, 롯데월드 주차장: 570"
타워730 주차장,"롯데캐슬골드: 203, 교통공원길(구): 394, 잠실역 공영주차장(시): 415, 롯데월드타워몰 주차장: 466, 롯데월드 주차장: 494, 서호1(구): 611"
JBK타워 주차장,"삼성1문화센터 공영주차장(구): 89, 영동대로106길(구): 130, 영동대로96길(구): 437, 코엑스 주차장: 477, 호텔오크우드 주차장: 628"
삼성1문화센터 공영주차장(구),"JBK타워 주차장: 89, 영동대로106길(구): 118, 영동대로96길(구): 389, 코엑스 주차장: 397, 호텔오크우드 주차장: 543, 메디톡스사옥: 651"
영동대로106길(구),"삼성1문화센터 공영주차장(구): 72, 영동대로106길(구): 77, JBK타워 주차장: 137, 영동대로96길(구): 317, 코엑스 주차장: 406, 호텔오크우드 주차장: 537, 메디톡스사옥: 579, 현대백화점 무역점: 649, 영동대로86길노상(구): 669"
강남구청사 삼성동 별관,"강남구청 주차장: 436, 청담동 삼강빌딩: 688"
논현로131길(구),"파티오나인지상주차장: 392, 파티오나인지하주차장: 419, 언주로147길(구): 638"
강남대로150길(구),"위워크 신사점 주차장: 183, 무이재한방병원: 498, 화이트팜: 582"
위워크 신사점 주차장,"강남대로150길(구): 183, 무이재한방병원: 357, 화이트팜: 419"
롯데월드 주차장,"서호1(구): 280, 놀이마당(구): 281, 롯데캐슬골드: 416, 타워730 주차장: 494, 롯데월드타워몰 주차장: 502, 서호2(구): 533, 잠실역 공영주차장(시): 570, 교통공원길(구): 754"
봉상시길(구),아시아공원(구): 186
영동대로86길노상(구),"메디톡스사옥: 92, 대치유수지(구): 272, 영동대로96길(구): 354, 오토웨이타워 주차장: 364, 영동대로85길(구): 418, 영동대로106길(구): 665"
메디톡스사옥,"영동대로86길노상(구): 92, 영동대로96길(구): 263, 대치유수지(구): 363, 오토웨이타워 주차장: 418, 영동대로85길(구): 439, 영동대로106길(구): 572, 삼성1문화센터 공영주차장(구): 651"
영동대로96길(구),"메디톡스사옥: 263, 영동대로106길(구): 309, 영동대로86길노상(구): 354, 삼성1문화센터 공영주차장(구): 389, JBK타워 주차장: 437, 영동대로85길(구): 543, 현대백화점 무역점: 566, 오토웨이타워 주차장: 595, 대치유수지(구): 627"
코엑스 주차장,"호텔오크우드 주차장: 167, 삼성1문화센터 공영주차장(구): 397, 현대백화점 무역점: 431, JBK타워 주차장: 477, 영동대로106길(구): 484, 영동대로96길(구): 498, 브이플렉스 주차장: 575, 영동대로85길(구): 668, 영동대로86길노상(구): 714"
현대백화점 무역점,"영동대로85길(구): 282, 브이플렉스 주차장: 288, 호텔오크우드 주차장: 306, 코엑스 주차장: 431, 오토웨이타워 주차장: 444, 영동대로86길노상(구): 479, 테헤란로78길노상(구): 494, 영동대로96길(구): 566, 영동대로106길(구): 709"
호텔오크우드 주차장,"코엑스 주차장: 167, 현대백화점 무역점: 306, 브이플렉스 주차장: 409, 영동대로96길(구): 489, 삼성1문화센터 공영주차장(구): 543, 영동대로85길(구): 575, 영동대로106길(구): 585, 테헤란로78길노상(구): 623, JBK타워 주차장: 628, 테헤란로69길 노상공영 주차장(구): 694"
강남치매지원센터 공영주차장(구),"덕우빌딩: 519, 테헤란로64길(구): 732"
논현초교 공영주차장(구),"화이트팜: 412, 무이재한방병원: 485, 언구비 공영주차장(구): 605"
무이재한방병원,"화이트팜: 123, 위워크 신사점 주차장: 357, 논현초교 공영주차장(구): 485, 강남대로150길(구): 498, 논현로131길(구): 546"
화이트팜,"무이재한방병원: 123, 논현초교 공영주차장(구): 412, 위워크 신사점 주차장: 419, 강남대로150길(구): 582, 논현로131길(구): 594"
뉴코아 강남점,반포1주차장[반포대교남단 상류]: 608
동인트루빌,롯데슈퍼프레시 가락점: 156
공유) 12-37(구),"방이고분(구): 171, 송파동(건축물식)(구): 398"
송파동(건축물식)(구),"공유) 12-37(구): 398, 석촌역(제1호)(구): 433, 방이고분(구): 437"
석촌역(제1호)(구),송파동(건축물식)(구): 433
대치유수지(구),"영동대로86길노상(구): 272, 메디톡스사옥: 363, 오토웨이타워 주차장: 389, 새마을운동중앙회빌딩: 406, 대치2문화센터 공영주차장(구): 569, 영동대로96길(구): 627"
영동대로85길(구),"오토웨이타워 주차장: 162, 현대백화점 무역점: 282, 영동대로86길노상(구): 418, 메디톡스사옥: 439, 브이플렉스 주차장: 488, 영동대로96길(구): 543, 대치2문화센터 공영주차장(구): 559, 호텔오크우드 주차장: 575, 새마을운동중앙회빌딩: 650, 코엑스 주차장: 668"
오토웨이타워 주차장,"영동대로85길(구): 162, 영동대로86길노상(구): 364, 대치유수지(구): 389, 메디톡스사옥: 418, 대치2문화센터 공영주차장(구): 435, 현대백화점 무역점: 444, 새마을운동중앙회빌딩: 490, 영동대로96길(구): 595"
브이플렉스 주차장,"테헤란로78길노상(구): 221, 현대백화점 무역점: 288, 테헤란로69길 노상공영 주차장(구): 389, 호텔오크우드 주차장: 409, KT선릉타워: 423, 강남파이낸스프라자: 445, 영동대로85길(구): 488, 코엑스 주차장: 575, 테헤란로64길(구): 621"
테헤란로78길노상(구),"브이플렉스 주차장: 221, KT선릉타워: 223, 테헤란로69길 노상공영 주차장(구): 275, 강남파이낸스프라자: 277, 영동대로85길(구): 293, 테헤란로64길(구): 397, 현대백화점 무역점: 494, 아르고주차장: 503, 위워크 선릉3호점 주차장: 550, 호텔오크우드 주차장: 623"
KT선릉타워,"강남파이낸스프라자: 94, 테헤란로64길(구): 174, 테헤란로69길 노상공영 주차장(구): 183, 테헤란로78길노상(구): 223, 위워크 선릉3호점 주차장: 334, 덕우빌딩: 352, 브이플렉스 주차장: 423, 아르고주차장: 445, 영동대로85길(구): 516"
강남파이낸스프라자,"KT선릉타워: 94, 테헤란로69길 노상공영 주차장(구): 113, 테헤란로64길(구): 160, 덕우빌딩: 277, 테헤란로78길노상(구): 277, 위워크 선릉3호점 주차장: 336, 브이플렉스 주차장: 445, 역삼아이타워: 519, 테헤란오피스빌딩: 525, 아르고주차장: 530"
